timestamp_ms,operation,latency_ms,hop_count,key,extra
1778007154521,PUT,191,0,chordKey_35_0,clients=50
1778007154522,PUT,200,0,chordKey_5_0,clients=50
1778007154523,PUT,192,0,chordKey_20_0,clients=50
1778007154545,PUT,192,0,chordKey_42_0,clients=50
1778007154547,PUT,228,0,chordKey_26_0,clients=50
1778007154522,PUT,203,0,chordKey_24_0,clients=50
1778007154552,GET,0,0,chordKey_24_0,clients=50
1778007154553,PUT,234,0,chordKey_45_0,clients=50
1778007154522,PUT,193,0,chordKey_14_0,clients=50
1778007154521,PUT,202,0,chordKey_34_0,clients=50
1778007154521,PUT,194,0,chordKey_12_0,clients=50
1778007154521,PUT,195,0,chordKey_0_0,clients=50
1778007154521,PUT,197,0,chordKey_29_0,clients=50
1778007154571,GET,0,0,chordKey_29_0,clients=50
1778007154554,GET,0,0,chordKey_14_0,clients=50
1778007154573,PUT,0,0,chordKey_29_1,clients=50
1778007154554,PUT,0,0,chordKey_24_1,clients=50
1778007154552,PUT,233,0,chordKey_16_0,clients=50
1778007154552,PUT,196,0,chordKey_17_0,clients=50
1778007154551,PUT,233,0,chordKey_37_0,clients=50
1778007154551,PUT,233,0,chordKey_30_0,clients=50
1778007154550,PUT,232,0,chordKey_25_0,clients=50
1778007154585,GET,0,0,chordKey_25_0,clients=50
1778007154587,PUT,1,0,chordKey_25_1,clients=50
1778007154587,GET,0,0,chordKey_25_1,clients=50
1778007154589,PUT,1,0,chordKey_25_2,clients=50
1778007154593,GET,0,0,chordKey_25_2,clients=50
1778007154596,PUT,1,0,chordKey_25_3,clients=50
1778007154597,GET,0,0,chordKey_25_3,clients=50
1778007154550,PUT,231,0,chordKey_43_0,clients=50
1778007154550,PUT,229,0,chordKey_36_0,clients=50
1778007154549,PUT,232,0,chordKey_1_0,clients=50
1778007154549,PUT,229,0,chordKey_33_0,clients=50
1778007154549,PUT,230,0,chordKey_22_0,clients=50
1778007154549,PUT,198,0,chordKey_21_0,clients=50
1778007154549,PUT,198,0,chordKey_41_0,clients=50
1778007154547,PUT,229,0,chordKey_40_0,clients=50
1778007154547,PUT,229,0,chordKey_3_0,clients=50
1778007154547,PUT,201,0,chordKey_18_0,clients=50
1778007154547,PUT,200,0,chordKey_13_0,clients=50
1778007154547,PUT,228,0,chordKey_32_0,clients=50
1778007154608,GET,0,0,chordKey_32_0,clients=50
1778007154609,PUT,0,0,chordKey_32_1,clients=50
1778007154610,GET,0,0,chordKey_32_1,clients=50
1778007154546,PUT,194,0,chordKey_10_0,clients=50
1778007154546,PUT,194,0,chordKey_9_0,clients=50
1778007154587,PUT_HOP,0,2,chordKey_28_0,
1778007154546,PUT,196,0,chordKey_48_0,clients=50
1778007154622,PUT_HOP,0,2,chordKey_0_0,
1778007154546,PUT,228,0,chordKey_8_0,clients=50
1778007154617,PUT_HOP,0,2,chordKey_27_0,
1778007154546,PUT,200,0,chordKey_7_0,clients=50
1778007154601,PUT_HOP,0,2,chordKey_18_0,
1778007154592,PUT_HOP,0,2,chordKey_46_0,
1778007154592,PUT_HOP,0,2,chordKey_29_0,
1778007154545,PUT,199,0,chordKey_46_0,clients=50
1778007154592,PUT_HOP,0,2,chordKey_48_0,
1778007154545,PUT,198,0,chordKey_31_0,clients=50
1778007154592,PUT_HOP,0,2,chordKey_42_0,
1778007154592,PUT_HOP,0,2,chordKey_49_0,
1778007154537,PUT,199,0,chordKey_39_0,clients=50
1778007154591,PUT_HOP,0,2,chordKey_11_0,
1778007154628,GET,0,0,chordKey_39_0,clients=50
1778007154591,PUT_HOP,0,2,chordKey_17_0,
1778007154629,PUT,0,0,chordKey_39_1,clients=50
1778007154591,PUT_HOP,0,2,chordKey_47_0,
1778007154630,GET,0,0,chordKey_39_1,clients=50
1778007154587,PUT_HOP,0,2,chordKey_12_0,
1778007154587,PUT_HOP,0,2,chordKey_14_0,
1778007154630,PUT_HOP,0,2,chordKey_7_0,
1778007154536,PUT,199,0,chordKey_23_0,clients=50
1778007154524,PUT,198,0,chordKey_4_0,clients=50
1778007154524,PUT,197,0,chordKey_47_0,clients=50
1778007154524,PUT,195,0,chordKey_49_0,clients=50
1778007154524,PUT,194,0,chordKey_27_0,clients=50
1778007154524,PUT,197,0,chordKey_15_0,clients=50
1778007154524,PUT,196,0,chordKey_19_0,clients=50
1778007154524,PUT,199,0,chordKey_6_0,clients=50
1778007154524,PUT,191,0,chordKey_44_0,clients=50
1778007154641,PUT_HOP,0,2,chordKey_15_0,
1778007154642,PUT_HOP,0,2,chordKey_9_0,
